idn,idm
2723,1685
2724,1467
2725,1137
2726,736
2727,1397
2728,331
2729,878
2730,669
2731,1288
2732,743
2733,635
2734,1240
2735,1830
2736,1165
2737,612
2738,1080
2739,1903
2740,256
2741,1398
2742,68
2743,909
2744,483
2745,61
2746,1883
2747,168
2748,809
2749,1156
2750,1613
2751,1461
2752,1433
2753,325
2754,1666
2755,376
2756,924
2757,1901
2758,692
2759,405
2760,26
2761,578
2762,1949
2763,997
2764,1437
2765,1429
2766,924
2767,1982
2768,159
2769,1967
2770,916
2771,1483
2772,788
2773,226
2774,601
2775,724
2776,34
2777,129
2778,1633
2779,1616
2780,1753
2781,1772
2782,35
2783,1106
2784,276
2785,710
2786,1268
2787,1271
2788,408
2789,177
2790,1585
2791,1975
2792,618
2793,678
2794,435
2795,81
2796,467
2797,54
2798,1572
2799,1582
2800,857
2801,1995
2802,204
2803,1551
2804,432
2805,967
2806,78
2807,481
2808,704
2809,34
2810,872
2811,907
2812,241
2813,2
2814,1599
2815,1571
2816,97
2817,162
2818,441
2819,181
2820,575
2821,1261
2822,458
2823,1725
2824,1635
2825,323
2826,866
2827,480
2828,1501
2829,1957
2830,1485
2831,1974
2832,517
2833,1246
2834,1763
2835,526
2836,690
2837,10
2838,7
2839,1836
2840,1734
2841,453
2842,1749
2843,1284
2844,73
2845,1090
2846,197
2847,764
2848,203
2849,677
2850,550
2851,1605
2852,1882
2853,1031
2854,1803
2855,1921
2856,1018
2857,1651
2858,749
2859,1713
2860,747
2861,1412
2862,1700
2863,1500
2864,1868
2865,1578
2866,1119
2867,442
2868,1400
2869,581
2870,1568
2871,892
2872,1588
2873,1851
2874,1482
2875,794
2876,1810
2877,1541
2878,1122
2879,1560
2880,1831
2881,129
2882,372
2883,477
2884,446
2885,938
2886,344
2887,1734
2888,1101
2889,358
2890,1104
2891,1305
2892,1043
2893,1759
2894,333
2895,649
2896,824
2897,1086
2898,1721
2899,346
2900,480
2901,754
2902,869
2903,1754
2904,800
2905,397
2906,1239
2907,347
2908,574
2909,1101
2910,1516
2911,37
2912,1922
2913,1919
2914,1107
2915,1550
2916,952
2917,912
2918,702
2919,1412
2920,1244
2921,802
2922,1931
2923,232
2924,481
2925,692
2926,829
2927,822
2928,1347
2929,482
2930,784
2931,749
2932,291
2933,268
2934,1661
2935,1441
2936,422
2937,201
2938,1628
2939,154
2940,625
2941,272
2942,1397
2943,909
2944,1503
2945,42
2946,1700
2947,1177
2948,1867
2949,972
2950,1781
2951,903
2952,1710
2953,423
2954,350
2955,1564
2956,67
2957,748
2958,1037
2959,1515
2960,748
2961,756
2962,1030
2963,1418
2964,296
2965,927
2966,1640
2967,234
2968,614
2969,297
2970,1389
2971,699
2972,1672
2973,202
2974,629
2975,1783
2976,1751
2977,1493
2978,1466
2979,466
2980,1212
2981,1650
2982,1341
2983,573
2984,398
2985,616
2986,1623
2987,1967
2988,1691
2989,1639
2990,1290
2991,1967
2992,483
2993,1650
2994,1835
2995,1077
2996,1076
2997,587
2998,201
2999,275
3000,704
3001,1550
3002,1665
3003,977
3004,253
3005,418
3006,962
3007,1502
3008,186
3009,170
3010,1115
3011,986
3012,1926
3013,1454
3014,365
3015,386
3016,1895
3017,1111
3018,1006
3019,1744
3020,1894
3021,901
3022,1293
3023,79
3024,480
3025,682
3026,1065
3027,1918
3028,1084
3029,855
3030,84
3031,40
3032,1331
3033,1147
3034,1368
3035,1040
3036,1015
3037,49
3038,192
3039,1845
3040,637
3041,1489
3042,1074
3043,700
3044,668
3045,1491
3046,95
3047,970
3048,1880
3049,661
3050,438
3051,1865
3052,82
3053,1538
3054,336
3055,1459
3056,1777
3057,445
3058,466
3059,984
3060,446
3061,700
3062,1159
3063,1410
3064,1583
3065,191
3066,995
3067,1283
3068,1430
3069,1028
3070,1188
3071,681
3072,977
3073,1547
3074,1964
3075,1807
3076,1534
3077,172
3078,332
3079,1564
3080,284
3081,1049
3082,1522
3083,912
3084,541
3085,1757
3086,1901
3087,955
3088,637
3089,606
3090,988
3091,1256
3092,70
3093,176
3094,1582
3095,1793
3096,1572
3097,368
3098,1493
3099,1292
3100,713
3101,1021
3102,1707
3103,231
3104,1165
3105,1061
3106,616
3107,24
3108,1466
3109,1547
3110,1521
3111,1006
3112,890
3113,1111
3114,866
3115,134
3116,1985
3117,688
3118,1951
3119,787
3120,219
3121,1279
3122,1711
3123,518
3124,1077
3125,1069
3126,385
3127,655
3128,843
3129,858
3130,1711
3131,444
3132,1761
3133,566
3134,1101
3135,863
3136,1034
3137,1901
3138,120
3139,1101
3140,1667
3141,1454
3142,1978
3143,1417
3144,649
3145,1398
3146,1328
3147,1657
3148,584
3149,546
3150,1629
3151,11
3152,995
3153,626
3154,544
3155,297
3156,1375
3157,33
3158,1077
3159,685
3160,1255
3161,1037
3162,230
3163,255
3164,208
3165,705
3166,29
3167,344
3168,1317
3169,80
3170,1418
3171,990
3172,181
3173,1058
3174,658
3175,64
3176,1507
3177,390
3178,1087
3179,1209
3180,1041
3181,1120
3182,813
3183,748
3184,848
3185,639
3186,499
3187,823
3188,501
3189,868
3190,1393
3191,368
3192,247
3193,515
3194,1309
3195,107
3196,1895
3197,656
3198,1858
3199,1889
3200,1961
3201,965
3202,1177
3203,1600
3204,441
3205,1071
3206,227
3207,1089
3208,251
3209,559
3210,871
3211,167
3212,517
3213,503
3214,815
3215,1782
3216,1472
3217,289
3218,1712
3219,325
3220,740
3221,253
3222,1836
3223,1889
3224,67
3225,1232
3226,1145
3227,518
3228,1653
3229,1035
3230,1526
3231,1386
3232,1252
3233,1805
3234,852
3235,249
3236,1469
3237,1341
3238,29
3239,98
3240,765
3241,115
3242,1937
3243,28
3244,1139
3245,1569
3246,1048
3247,1636
3248,1223
3249,834
3250,595
3251,389
3252,1665
3253,1465
3254,282
3255,1442
3256,1019
3257,1560
3258,1332
3259,237
3260,1792
3261,1873
3262,1271
3263,1451
3264,621
3265,1468
3266,871
3267,75
3268,568
3269,1436
3270,250
3271,991
3272,1751
3273,919
3274,1705
3275,181
3276,266
3277,690
3278,1172
3279,1108
3280,438
3281,412
3282,1589
3283,251
3284,894
3285,1562
3286,1426
3287,1701
3288,1431
3289,331
3290,1057
3291,677
3292,1874
3293,325
3294,1526
3295,636
3296,1218
3297,1262
3298,1845
3299,1565
3300,604
3301,1085
3302,1465
3303,1418
3304,1604
3305,64
3306,203
3307,322
3308,233
3309,343
3310,1429
3311,152
3312,541
3313,898
3314,1675
3315,1625
3316,1115
3317,785
3318,574
3319,1829
3320,341
3321,701
3322,281
3323,1562
3324,695
3325,1584
3326,720
3327,321
3328,1641
3329,1768
3330,424
3331,1076
3332,155
3333,1552
3334,1894
3335,927
3336,1536
3337,1998
3338,57
3339,230
3340,1635
3341,318
3342,1428
3343,906
3344,398
3345,1671
3346,952
3347,11
3348,208
3349,721
3350,1725
3351,345
3352,1494
3353,851
3354,1001
3355,364
3356,245
3357,636
3358,327
3359,193
3360,1600
3361,1242
3362,1989
3363,910
3364,1703
3365,647
3366,140
3367,476
3368,1617
3369,326
3370,1240
3371,1225
3372,1755
3373,688
3374,926
3375,931
3376,287
3377,1282
3378,973
3379,830
3380,514
3381,1163
3382,1703
3383,1570
3384,438
3385,1367
3386,738
3387,312
3388,239
3389,280
3390,1716
3391,1071
3392,1337
3393,433
3394,205
3395,375
3396,144
3397,1268
3398,1551
3399,591
3400,927
3401,144
3402,868
3403,1584
3404,1189
3405,1433
3406,383
3407,1797
3408,205
3409,691
3410,1400
3411,1644
3412,1571
3413,168
3414,1306
3415,1161
3416,568
3417,1283
3418,609
3419,1904
3420,24
3421,332
3422,1607
3423,1143
3424,316
3425,1400
3426,1655
3427,1112
3428,1134
3429,1475
3430,627
3431,1957
3432,431
3433,1678
3434,1195
3435,1100
3436,651
3437,442
3438,154
3439,1885
3440,1754
3441,1669
3442,861
3443,1006
3444,1555
3445,82
3446,1159
3447,1587
3448,154
3449,1104
3450,372
3451,32
3452,202
3453,1105
3454,1686
3455,1033
3456,1763
3457,1532
3458,22
3459,1077
3460,1161
3461,807
3462,574
3463,495
3464,1056
3465,1893
3466,1718
3467,1872
3468,674
3469,1498
3470,865
3471,335
3472,628
3473,911
3474,1374
3475,868
3476,457
3477,458
3478,379
3479,1619
3480,1348
3481,1814
3482,1692
3483,1682
3484,85
3485,265
3486,1896
3487,1833
3488,1184
3489,1458
3490,791
3491,982
3492,1389
3493,587
3494,875
3495,191
3496,676
3497,741
3498,541
3499,348
3500,1694
3501,13
3502,1724
3503,1140
3504,1607
3505,1310
3506,959
3507,539
3508,1907
3509,1381
3510,1705
3511,1097
3512,964
3513,1584
3514,1939
3515,673
3516,565
3517,515
3518,468
3519,1691
3520,444
3521,288
3522,1462
3523,1770
3524,1819
3525,1192
3526,1274
3527,1492
3528,984
3529,1954
3530,343
3531,688
3532,560
3533,706
3534,1024
3535,1688
3536,194
3537,1510
3538,418
3539,1959
3540,1298
3541,1228
3542,1096
3543,141
3544,952
3545,1355
3546,503
3547,1072
3548,523
3549,1281
3550,863
3551,963
3552,519
3553,1839
3554,1658
3555,429
3556,760
3557,216
3558,1092
3559,56
3560,397
3561,1077
3562,1600
3563,1988
3564,1138
3565,894
3566,733
3567,1697
3568,550
3569,1034
3570,38
3571,1272
3572,1668
3573,1233
3574,229
3575,1031
3576,108
3577,632
3578,1327
3579,757
3580,1370
3581,521
3582,479
3583,406
3584,971
3585,590
3586,844
3587,262
3588,1948
3589,1990
3590,304
3591,935
3592,867
3593,1746
3594,573
3595,605
3596,1364
3597,1966
3598,530
3599,1843
3600,1294
3601,455
3602,1588
3603,1990
3604,319
3605,1231
3606,1393
3607,48
3608,1032
3609,1753
3610,1039
3611,522
3612,258
3613,331
3614,988
3615,1095
3616,1692
3617,1377
3618,1781
3619,991
3620,567
3621,1492
3622,796
3623,125
3624,37
3625,1073
3626,1010
3627,614
3628,35
3629,789
3630,1146
3631,1475
3632,1881
3633,250
3634,1931
3635,1724
3636,1530
3637,341
3638,1950
3639,1144
3640,191
3641,1584
3642,1065
3643,164
3644,814
3645,400
3646,1405
3647,1502
3648,1380
3649,445
3650,268
3651,1511
3652,856
3653,574
3654,785
3655,545
3656,364
3657,1567
3658,1979
3659,135
3660,450
3661,1986
3662,1809
3663,272
3664,434
3665,1063
3666,951
3667,253
3668,1306
3669,1867
3670,17
3671,1798
3672,1896
3673,241
3674,601
3675,671
3676,1506
3677,1748
3678,1306
3679,717
3680,1651
3681,948
3682,1455
3683,180
3684,1492
3685,1957
3686,1346
3687,1457
3688,1634
3689,186
3690,959
3691,827
3692,1469
3693,1941
3694,1672
3695,1399
3696,378
3697,76
3698,285
3699,1493
3700,1295
3701,30
3702,1117
3703,88
3704,970
3705,1231
3706,469
3707,407
3708,1
3709,1799
3710,1770
3711,1962
3712,24
3713,517
3714,1835
3715,1200
3716,541
3717,1975
3718,347
3719,1746
3720,1141
3721,713
3722,15
3723,1906
3724,260
3725,1019
3726,1261
3727,156
3728,674
3729,1306
3730,1812
3731,980
3732,1157
3733,1044
3734,671
3735,283
3736,1948
3737,1639
3738,1943
3739,357
3740,117
3741,1387
3742,1743
3743,1043
3744,19
3745,691
3746,313
3747,444
3748,1979
3749,370
3750,629
3751,140
3752,1740
3753,83
3754,1519
3755,914
3756,830
3757,1240
3758,1902
3759,1773
3760,510
3761,198
3762,754
3763,625
3764,1103
3765,1070
3766,1690
3767,941
3768,649
3769,264
3770,335
3771,937
3772,235
3773,482
3774,1979
3775,844
3776,364
3777,1968
3778,448
3779,1194
3780,1262
3781,956
3782,1522
3783,1249
3784,667
3785,1387
3786,857
3787,835
3788,302
3789,1133
3790,536
3791,1281
3792,1966
3793,1748
3794,876
3795,743
3796,364
3797,1099
3798,984
3799,1623
3800,721
3801,1010
3802,1940
3803,575
3804,943
3805,512
3806,1903
3807,1617
3808,974
3809,928
3810,977
3811,473
3812,1835
3813,1322
3814,1067
3815,616
3816,1884
3817,1270
3818,1465
3819,1675
3820,1648
3821,117
3822,64
3823,1848
3824,1359
3825,1484
3826,834
3827,1538
3828,846
3829,683
3830,702
3831,1882
3832,1537
3833,1882
3834,1133
3835,458
3836,1399
3837,726
3838,140
3839,1850
3840,1356
3841,650
3842,848
3843,800
3844,398
3845,618
3846,197
3847,965
3848,213
3849,245
3850,310
3851,1006
3852,977
3853,508
3854,1132
3855,7
3856,943
3857,577
3858,1223
3859,1550
3860,1874
3861,1342
3862,229
3863,404
3864,1744
3865,844
3866,987
3867,187
3868,1183
3869,993
3870,853
3871,1088
3872,270
3873,339
3874,548
3875,1973
3876,1063
3877,94
3878,1282
3879,1780
3880,1925
3881,1223
3882,711
3883,1768
3884,587
3885,1458
3886,1151
3887,1347
3888,1180
3889,634
3890,571
3891,1775
3892,410
3893,1670
3894,540
3895,641
3896,1
3897,1128
3898,1096
3899,590
3900,155
3901,1599
3902,1971
3903,805
3904,374
3905,788
3906,1327
3907,1846
3908,950
3909,878
3910,210
3911,325
3912,664
3913,1813
3914,1419
3915,522
3916,499
3917,965
3918,125
3919,446
3920,37
3921,657
3922,414
3923,1460
3924,1892
3925,1393
3926,1393
3927,479
3928,4
3929,1604
3930,1741
3931,889
3932,1502
3933,1684
3934,1876
3935,1700
3936,1220
3937,1678
3938,1222
3939,1568
3940,1096
3941,844
3942,871
3943,1146
3944,1034
3945,723
3946,1190
3947,1365
3948,58
3949,1845
3950,1159
3951,252
3952,93
3953,266
3954,1509
3955,1179
3956,1871
3957,1073
3958,714
3959,1173
3960,1330
3961,245
3962,1477
3963,602
3964,1689
3965,1334
3966,1086
3967,1944
3968,1613
3969,1037
3970,23
3971,114
3972,1217
3973,641
3974,353
3975,28
3976,1286
3977,690
3978,1223
3979,15
3980,978
3981,277
3982,1940
3983,1715
3984,459
3985,541
3986,428
3987,241
3988,876
3989,603
3990,1049
3991,1242
3992,129
3993,1094
3994,1030
3995,1372
3996,911
3997,1758
3998,1879
3999,7
4000,1642
4001,1903
4002,179
4003,1697
4004,1853
4005,1825
4006,470
4007,1094
4008,509
4009,1156
4010,310
4011,980
4012,1364
4013,718
4014,1199
4015,1945
4016,436
4017,1615
4018,1262
4019,193
4020,621
4021,75
4022,1022
4023,74
4024,92
4025,966
4026,1602
4027,263
4028,127
4029,1865
4030,1094
4031,1995
4032,153
4033,234
4034,833
4035,79
4036,1192
4037,1687
4038,1579
4039,262
4040,60
4041,1810
4042,154
4043,451
4044,1357
4045,1025
4046,1080
4047,704
4048,252
4049,800
4050,637
4051,1770
4052,1025
4053,1375
4054,171
4055,1962
4056,687
4057,368
4058,573
4059,57
4060,126
4061,833
4062,1078
4063,1630
4064,1513
4065,58
4066,247
4067,1625
4068,111
4069,1785
4070,1846
4071,288
4072,438
4073,869
4074,581
4075,1571
4076,1323
4077,368
4078,1222
4079,1191
4080,311
4081,594
4082,1636
4083,659
4084,331
4085,1029
4086,1828
4087,410
4088,1713
4089,604
4090,1798
4091,1935
4092,608
4093,649
4094,1531
4095,770
4096,985
4097,1953
4098,819
4099,1149
4100,521
4101,521
4102,334
4103,1815
4104,1015
4105,1627
4106,1574
4107,1785
4108,1002
4109,1080
4110,185
4111,555
4112,113
4113,152
4114,516
4115,685
4116,1589
4117,271
4118,1549
4119,1275
4120,556
4121,75
4122,1752
4123,1264
4124,1830
4125,634
4126,572
4127,366
4128,1954
4129,1523
4130,1254
4131,858
4132,1070
4133,733
4134,1272
4135,7
4136,1795
4137,60
4138,1873
4139,430
4140,1853
4141,1323
4142,1894
4143,678
4144,798
4145,1334
4146,529
4147,1515
4148,1006
4149,1324
4150,1863
4151,337
4152,706
4153,184
4154,650
4155,894
4156,709
4157,424
4158,1666
4159,767
4160,1512
4161,1181
4162,1544
4163,1925
4164,996
4165,1919
4166,850
4167,1634
4168,425
4169,1215
4170,1112
4171,1788
4172,83
4173,554
4174,204
4175,1972
4176,517
4177,1269
4178,582
4179,919
4180,620
4181,72
4182,1617
4183,1293
4184,259
4185,1969
4186,206
4187,503
4188,542
4189,626
4190,1377
4191,420
4192,1723
4193,1467
4194,1301
4195,1006
4196,205
4197,848
4198,1915
4199,1342
4200,617
4201,784
4202,1030
4203,1014
4204,1325
4205,1817
4206,1080
4207,1503
4208,93
4209,1215
4210,52
4211,820
4212,1583
4213,1853
4214,59
4215,1130
4216,1922
4217,944
4218,1274
4219,595
4220,583
4221,1899
4222,202
4223,996
4224,1362
4225,679
4226,1670
4227,844
4228,319
4229,983
4230,504
4231,96
4232,169
4233,1995
4234,1899
4235,712
4236,862
4237,1960
4238,29
4239,634
4240,190
4241,1775
4242,1161
4243,572
4244,676
4245,136
4246,1248
4247,1575
4248,1889
4249,1846
4250,1433
4251,164
4252,489
4253,1047
4254,902
4255,1543
4256,1669
4257,230
4258,470
4259,203
4260,282
4261,304
4262,1769
4263,1452
4264,1805
4265,818
4266,1767
4267,678
4268,1358
4269,757
4270,1385
4271,579
4272,417
4273,844
4274,1648
4275,1742
4276,1045
4277,694
4278,327
4279,493
4280,554
4281,1156
4282,602
4283,1896
4284,1282
4285,607
4286,1546
4287,243
4288,499
4289,895
4290,575
4291,317
4292,754
4293,848
4294,1409
4295,158
4296,864
4297,127
4298,1858
4299,1754
4300,1076
4301,1435
4302,897
4303,1505
4304,179
4305,1221
4306,1611
4307,505
4308,1589
4309,429
4310,830
4311,1073
4312,1636
4313,1744
4314,40
4315,18
4316,1108
4317,1474
4318,261
4319,321
4320,736
4321,1120
4322,1242
4323,1746
4324,138
4325,222
4326,77
4327,1823
4328,1128
4329,1621
4330,1163
4331,220
4332,1736
4333,1349
4334,248
4335,1377
4336,1530
4337,1756
4338,783
4339,1474
4340,1341
4341,693
4342,1309
4343,1441
4344,1702
4345,1709
4346,896
4347,1960
4348,1600
4349,1743
4350,1852
4351,587
4352,1027
4353,1743
4354,330
4355,650
4356,1134
4357,811
4358,644
4359,1839
4360,173
4361,22
4362,942
4363,816
4364,1748
4365,71
4366,1837
4367,288
4368,338
4369,120
4370,1575
4371,1637
4372,1937
4373,271
4374,1965
4375,275
4376,1612
4377,1535
4378,1745
4379,1616
4380,1655
4381,1365
4382,1296
4383,1765
4384,239
4385,929
4386,87
4387,1232
4388,429
4389,1812
4390,1173
4391,694
4392,1294
4393,1251
4394,413
4395,1462
4396,1035
4397,1060
4398,1633
4399,310
4400,1943
4401,1897
4402,438
4403,163
4404,387
4405,1444
4406,1710
4407,1726
4408,1571
4409,838
4410,181
4411,825
4412,1177
4413,1756
4414,1847
4415,764
4416,1128
4417,1055
4418,935
4419,1566
4420,764
4421,222
4422,1515
4423,904
4424,75
4425,700
4426,612
4427,1421
4428,1444
4429,1586
4430,446
4431,892
4432,957
4433,852
4434,743
4435,115
4436,1642
4437,1663
4438,681
4439,1857
4440,1337
4441,476
4442,635
4443,1291
4444,1226
4445,890
4446,312
4447,687
4448,1665
4449,863
4450,863
4451,715
4452,847
4453,714
4454,342
4455,43
4456,866
4457,477
4458,1187
4459,797
4460,921
4461,1959
4462,1855
4463,1164
4464,1527
4465,234
4466,876
4467,1820
4468,877
4469,215
4470,1364
4471,355
4472,1410
4473,1238
4474,590
4475,1864
4476,1837
4477,567
4478,1477
4479,225
4480,1348
4481,1182
4482,1262
4483,916
4484,1435
4485,204
4486,1582
4487,1572
4488,1093
4489,356
4490,1529
4491,618
4492,95
4493,1056
4494,879
4495,1879
4496,699
4497,1094
4498,427
4499,747
4500,359
4501,1484
4502,1312
4503,141
4504,1839
4505,1679
4506,1325
4507,1366
4508,1128
4509,1348
4510,1337
4511,1516
4512,1035
4513,1323
4514,1749
4515,711
4516,995
4517,69
4518,602
4519,1964
4520,1326
4521,1081
4522,1107
4523,438
4524,1624
4525,1575
4526,728
4527,142
4528,1758
4529,601
4530,1031
4531,383
4532,1621
4533,1491
4534,711
4535,57
4536,150
4537,962
4538,148
4539,688
4540,1386
4541,458
4542,92
4543,164
4544,1289
4545,1987
4546,385
4547,1806
4548,317
4549,15
4550,425
4551,1125
4552,1031
4553,175
4554,132
4555,623
4556,979
4557,1161
4558,213
4559,110
4560,1013
4561,943
4562,1968
4563,415
4564,256
4565,969
4566,554
4567,259
4568,53
4569,618
4570,1635
4571,1391
4572,1364
4573,21
4574,1887
4575,1653
4576,619
4577,1839
4578,571
4579,1776
4580,304
4581,344
4582,1233
4583,1488
4584,911
4585,1931
4586,731
4587,234
4588,1031
4589,619
4590,1001
4591,816
4592,1086
4593,851
4594,639
4595,1390
4596,323
4597,1893
4598,1548
4599,590
4600,892
4601,1061
4602,393
4603,1698
4604,1028
4605,1440
4606,1973
4607,881
4608,291
4609,1442
4610,1266
4611,929
4612,1266
4613,832
4614,1717
4615,1734
4616,1159
4617,233
4618,268
4619,1000
4620,321
4621,1440
4622,104
4623,570
4624,198
4625,435
4626,1342
4627,1879
4628,841
4629,323
4630,48
4631,752
4632,468
4633,1844
4634,201
4635,1315
4636,116
4637,1976
4638,122
4639,523
4640,1021
4641,255
4642,194
4643,495
4644,1545
4645,329
4646,340
4647,1115
4648,1197
4649,480
4650,510
4651,569
4652,116
4653,913
4654,1724
4655,760
4656,1094
4657,1581
4658,665
4659,1568
4660,1755
4661,1904
4662,217
4663,662
4664,1605
4665,148
4666,744
4667,1588
4668,1107
4669,794
4670,1468
4671,1623
4672,1147
4673,425
4674,963
4675,1177
4676,1865
4677,790
4678,800
4679,516
4680,1053
4681,1450
4682,273
4683,810
4684,598
4685,1473
4686,1987
4687,793
4688,1724
4689,1346
4690,1477
4691,1449
4692,568
4693,567
4694,1729
4695,1456
4696,546
4697,766
4698,1812
4699,1697
4700,1707
4701,247
4702,1853
4703,1875
4704,1303
4705,1207
4706,575
4707,486
4708,391
4709,1939
4710,491
4711,1610
4712,1618
4713,1913
4714,381
4715,340
4716,767
4717,1929
4718,1613
4719,1534
4720,1585
4721,1856
4722,49
4723,620
4724,1691
4725,1310
4726,158
4727,1160
4728,699
4729,694
4730,362
4731,1721
4732,497
4733,171
4734,1127
4735,1474
4736,501
4737,1168
4738,48
4739,1356
4740,1600
4741,414
4742,1091
4743,1299
4744,1860
4745,535
4746,956
4747,289
4748,1790
4749,1827
4750,568
4751,1730
4752,493
4753,1441
4754,344
4755,908
4756,333
4757,404
4758,903
4759,1126
4760,445
4761,1892
4762,516
4763,515
4764,420
4765,426
4766,1797
4767,249
4768,1652
4769,1473
4770,996
4771,106
4772,1387
4773,1055
4774,820
4775,1592
4776,1223
4777,738
4778,490
4779,1155
4780,1933
4781,1530
4782,228
4783,786
4784,1019
4785,1649
4786,1962
4787,211
4788,1043
4789,605
4790,937
4791,849
4792,710
4793,1042
4794,912
4795,585
4796,577
4797,397
4798,217
4799,1126
4800,1489
4801,1339
4802,1518
4803,322
4804,141
4805,822
4806,1067
4807,778
4808,289
4809,967
4810,1168
4811,874
4812,136
4813,1167
4814,816
4815,1620
4816,895
4817,22
4818,1520
4819,116
4820,1121
4821,577
4822,1770
4823,1693
4824,1112
4825,776
4826,1503
4827,867
4828,827
4829,1699
4830,309
4831,1185
4832,1083
4833,696
4834,661
4835,1949
4836,1422
4837,1236
4838,1133
4839,595
4840,496
4841,1263
4842,1123
4843,865
4844,865
4845,1338
4846,1461
4847,137
4848,315
4849,906
4850,271
4851,608
4852,1947
4853,1642
4854,890
4855,454
4856,1191
4857,304
4858,909
4859,1508
4860,1604
4861,1817
4862,273
4863,69
4864,1273
4865,276
4866,974
4867,1502
4868,115
4869,563
4870,1146
4871,144
4872,1355
4873,1868
4874,68
4875,1707
4876,1248
4877,1725
4878,1969
4879,1059
4880,1951
4881,1175
4882,1957
4883,128
4884,1725
4885,1143
4886,207
4887,1303
4888,1310
4889,252
4890,902
4891,245
4892,606
4893,887
4894,972
4895,957
4896,378
4897,670
4898,1378
4899,1226
4900,624
4901,1114
4902,1646
4903,1498
4904,887
4905,50
4906,1851
4907,1373
4908,1981
4909,769
4910,1735
4911,237
4912,1713
4913,940
4914,1684
4915,497
4916,1081
4917,1965
4918,1662
4919,556
4920,729
4921,1600
4922,1081
4923,271
4924,865
4925,443
4926,1877
4927,1180
4928,517
4929,672
4930,1618
4931,1653
4932,1960
4933,1332
4934,941
4935,1822
4936,1821
4937,109
4938,230
4939,85
4940,29
4941,1985
4942,981
4943,1768
4944,1876
4945,501
4946,1084
4947,1223
4948,1348
4949,1119
4950,1245
4951,232
4952,1324
4953,1221
4954,1503
4955,901
4956,1745
4957,609
4958,831
4959,1353
4960,23
4961,642
4962,1907
4963,1988
4964,13
4965,957
4966,1738
4967,1273
4968,243
4969,1301
4970,1549
4971,283
4972,17
4973,265
4974,1178
4975,1434
4976,1010
4977,453
4978,440
4979,841
4980,884
4981,1372
4982,1875
4983,159
4984,121
4985,256
4986,616
4987,745
4988,138
4989,315
4990,1337
4991,105
4992,968
4993,794
4994,1583
4995,532
4996,1707
4997,381
4998,290
4999,1178
5000,1264
